Order ID,Customer Name,Label Type,Customizations,Quantity,Order Date,Due Date
O001306,Rebekah Gonzalez,Type C,"color=Red, size=Medium, logo=Yes",802,2023-05-24,2023-05-28
O001307,Amy Rose,Type A,"color=Black, size=Small, logo=No",623,2023-11-23,2023-12-13
O001308,Michael Wilson,Type C,"color=Black, size=Small, logo=Yes",517,2023-06-14,2023-07-11
O001309,Richard Willis,Type A,"color=Black, size=Medium, logo=No",87,2023-01-07,2023-01-26
O001310,Jason Cline,Type A,"color=Blue, size=Medium, logo=Yes",296,2023-12-30,2024-01-25
O001311,John Smith,Type B,"color=Yellow, size=Large, logo=Yes",494,2023-08-03,2023-08-14
O001312,Tanner Meyer,Type A,"color=Blue, size=Medium, logo=No",865,2023-09-29,2023-10-25
O001313,Pamela Sanders,Type C,"color=Black, size=Large, logo=No",783,2023-02-11,2023-02-17
O001314,Sabrina Brown,Type B,"color=Blue, size=Medium, logo=Yes",101,2023-03-12,2023-03-30
O001315,Donna Flores,Type B,"color=Black, size=Large, logo=Yes",121,2023-02-14,2023-03-01
O001316,Michael Escobar,Type B,"color=Red, size=Large, logo=No",122,2023-03-27,2023-04-23
O001317,Barbara Campbell,Type D,"color=Blue, size=Medium, logo=No",675,2023-06-04,2023-07-02
O001318,Regina Webb,Type D,"color=Red, size=Small, logo=Yes",11,2023-06-12,2023-06-13
O001319,Michelle Fields,Type D,"color=Yellow, size=Large, logo=Yes",819,2023-03-03,2023-03-13
O001320,Jonathan Dunlap,Type B,"color=Yellow, size=Medium, logo=No",198,2023-07-09,2023-07-28
O001321,Dr. Lori Rodriguez,Type B,"color=Blue, size=Medium, logo=No",650,2023-08-12,2023-09-03
O001322,Joshua Cooper,Type D,"color=Red, size=Large, logo=No",89,2023-02-28,2023-03-03
O001323,Noah Lee,Type C,"color=Black, size=Medium, logo=No",554,2023-01-04,2023-01-29
O001324,Sabrina Burns,Type B,"color=Green, size=Medium, logo=No",67,2023-01-03,2023-01-24
O001325,Timothy Scott,Type C,"color=Red, size=Small, logo=No",170,2023-05-01,2023-05-28
O001326,Robert English,Type A,"color=Green, size=Large, logo=Yes",487,2023-01-28,2023-02-13
O001327,Cathy Young,Type C,"color=Yellow, size=Small, logo=Yes",839,2023-07-22,2023-08-16
O001328,Sheila Simmons,Type D,"color=Red, size=Small, logo=Yes",226,2023-09-27,2023-09-29
O001329,Robert Patrick,Type B,"color=Yellow, size=Small, logo=No",936,2023-06-23,2023-06-29
O001330,Angela Taylor,Type D,"color=Black, size=Large, logo=No",877,2023-12-01,2023-12-02
O001331,Michael Johnson,Type D,"color=Green, size=Medium, logo=Yes",594,2023-10-02,2023-10-10
O001332,Elaine Mitchell,Type D,"color=Black, size=Large, logo=No",508,2023-11-17,2023-11-29
O001333,John Osborn,Type D,"color=Green, size=Small, logo=Yes",856,2023-09-17,2023-10-01
O001334,Matthew Osborne,Type B,"color=Black, size=Small, logo=Yes",959,2023-06-13,2023-07-03
O001335,Kenneth Robinson,Type A,"color=Black, size=Small, logo=Yes",798,2023-12-26,2023-12-30
O001336,Douglas Woods,Type C,"color=Blue, size=Small, logo=No",154,2023-05-20,2023-06-04
O001337,Nicole Murphy,Type D,"color=Blue, size=Medium, logo=Yes",507,2023-10-05,2023-10-16
O001338,Betty Anderson,Type D,"color=Blue, size=Medium, logo=Yes",621,2023-09-16,2023-10-03
O001339,Gregory Duncan,Type D,"color=Green, size=Small, logo=Yes",911,2023-08-09,2023-08-11
O001340,Audrey Martinez DVM,Type C,"color=Yellow, size=Small, logo=Yes",123,2023-08-27,2023-08-28
O001341,Mr. David Larson,Type B,"color=Black, size=Large, logo=Yes",803,2023-10-23,2023-10-31
O001342,Sherri Hoffman,Type A,"color=Blue, size=Medium, logo=No",376,2023-01-01,2023-01-09
O001343,Kenneth Owens,Type C,"color=Blue, size=Large, logo=No",710,2023-01-08,2023-01-16
O001344,Richard Butler,Type D,"color=Red, size=Large, logo=No",953,2023-11-25,2023-12-22
O001345,Monica Taylor,Type D,"color=Yellow, size=Large, logo=No",316,2023-09-22,2023-10-18
O001346,Mary Velazquez,Type D,"color=Yellow, size=Large, logo=No",569,2023-09-19,2023-10-16
O001347,Rebecca Adkins,Type D,"color=Black, size=Medium, logo=Yes",969,2023-09-06,2023-09-23
O001348,Haley Martin,Type D,"color=Yellow, size=Large, logo=No",143,2023-10-10,2023-10-20
O001349,Nathaniel Hansen,Type A,"color=Green, size=Small, logo=Yes",852,2023-11-23,2023-12-14
O001350,Christopher Aguilar,Type B,"color=Black, size=Large, logo=No",261,2023-07-10,2023-08-06
O001351,Dr. Cathy Burke,Type B,"color=Black, size=Small, logo=No",802,2023-12-16,2023-12-30
O001352,Jeff Murphy,Type C,"color=Red, size=Small, logo=No",537,2023-08-12,2023-08-21
O001353,Elizabeth Escobar,Type A,"color=Red, size=Medium, logo=Yes",760,2023-10-01,2023-10-27
O001354,Joshua Dyer,Type D,"color=Yellow, size=Small, logo=Yes",670,2023-10-08,2023-10-29
O001355,Jennifer Lowe DDS,Type B,"color=Red, size=Large, logo=No",849,2023-12-10,2023-12-26
O001356,Michael Jordan,Type B,"color=Green, size=Large, logo=Yes",603,2023-08-01,2023-08-13
O001357,Kristy Key,Type C,"color=Black, size=Medium, logo=No",710,2023-10-20,2023-10-26
O001358,Valerie Roberts,Type C,"color=Blue, size=Medium, logo=No",733,2023-09-21,2023-10-16
O001359,Renee Dillon,Type A,"color=Black, size=Small, logo=No",472,2023-12-20,2023-12-29
O001360,Amanda Francis,Type A,"color=Green, size=Medium, logo=No",267,2023-02-11,2023-02-15
O001361,Brandi Lloyd,Type A,"color=Red, size=Large, logo=No",709,2023-07-18,2023-07-21
O001362,Jennifer Richard,Type D,"color=Black, size=Medium, logo=Yes",770,2023-10-27,2023-11-19
O001363,Sherry Flowers,Type A,"color=Yellow, size=Medium, logo=No",860,2023-06-04,2023-06-16
O001364,Adam Rios,Type A,"color=Green, size=Large, logo=Yes",223,2023-12-06,2024-01-04
O001365,Kenneth Howard,Type C,"color=Blue, size=Large, logo=No",192,2023-05-23,2023-06-02
O001366,Rachel Moore,Type B,"color=Green, size=Large, logo=Yes",404,2023-05-03,2023-05-12
O001367,Cynthia Green,Type A,"color=Yellow, size=Medium, logo=Yes",92,2023-03-04,2023-03-29
O001368,Cory Scott,Type C,"color=Black, size=Medium, logo=Yes",539,2023-08-16,2023-09-15
O001369,Samantha Dixon,Type B,"color=Green, size=Medium, logo=No",634,2023-10-30,2023-11-01
O001370,Alexander Conner,Type D,"color=Blue, size=Medium, logo=No",547,2023-10-31,2023-11-07
O001371,Jeff Meyer II,Type D,"color=Blue, size=Large, logo=No",450,2023-12-12,2023-12-21
O001372,Lisa Singleton,Type C,"color=Blue, size=Large, logo=No",454,2023-06-14,2023-06-16
O001373,Amy Gray,Type B,"color=Yellow, size=Small, logo=No",990,2023-11-16,2023-12-10
O001374,Tina Johnson,Type B,"color=Black, size=Medium, logo=Yes",165,2023-11-06,2023-11-18
O001375,Amber Welch,Type D,"color=Green, size=Large, logo=No",539,2023-07-14,2023-08-04
O001376,Maria Gates,Type B,"color=Yellow, size=Small, logo=No",700,2023-05-29,2023-06-07
O001377,Kayla Orozco,Type C,"color=Blue, size=Medium, logo=No",877,2023-11-24,2023-12-21
O001378,Andrew Sanchez,Type B,"color=Black, size=Medium, logo=No",799,2023-08-22,2023-09-15
O001379,Rebecca Green,Type B,"color=Black, size=Large, logo=No",610,2023-03-13,2023-04-11
O001380,Jill Dean,Type D,"color=Black, size=Small, logo=No",663,2023-04-28,2023-05-01
O001381,Haley Marquez,Type A,"color=Red, size=Small, logo=Yes",420,2023-08-21,2023-08-24
O001382,Victoria Cardenas,Type B,"color=Green, size=Small, logo=Yes",313,2023-09-23,2023-10-22
O001383,Sarah Johnson,Type C,"color=Blue, size=Large, logo=No",563,2023-08-02,2023-08-04
O001384,James Ramirez,Type C,"color=Black, size=Small, logo=No",821,2023-07-24,2023-08-03
O001385,Sandra Parsons,Type D,"color=Blue, size=Medium, logo=Yes",950,2023-09-12,2023-10-01
O001386,Patricia Williams,Type D,"color=Blue, size=Large, logo=Yes",120,2023-01-05,2023-01-26
O001387,Ms. Destiny Bird,Type B,"color=Green, size=Medium, logo=No",943,2023-04-22,2023-05-04
O001388,Amber Love,Type B,"color=Blue, size=Medium, logo=No",53,2023-04-24,2023-05-04
O001389,Ian Lamb,Type D,"color=Blue, size=Small, logo=Yes",982,2023-03-13,2023-03-18
O001390,Kathleen Garza,Type A,"color=Green, size=Large, logo=Yes",457,2023-09-23,2023-09-25
O001391,Brianna Davis,Type D,"color=Red, size=Small, logo=No",640,2023-09-07,2023-10-07
O001392,Christina Gay,Type B,"color=Blue, size=Large, logo=Yes",227,2023-07-21,2023-08-11
O001393,Kelly Mays,Type A,"color=Green, size=Medium, logo=Yes",504,2023-11-26,2023-11-29
O001394,Lauren Walker,Type A,"color=Black, size=Large, logo=No",927,2023-09-21,2023-09-23
O001395,Sandra Andrews,Type C,"color=Red, size=Medium, logo=Yes",857,2023-09-13,2023-09-16
O001396,Michael Ford,Type C,"color=Blue, size=Small, logo=No",604,2023-12-27,2023-12-28
O001397,Steven Lawrence,Type B,"color=Red, size=Medium, logo=No",335,2023-01-09,2023-02-06
O001398,Stephanie Williams,Type B,"color=Blue, size=Large, logo=No",181,2023-05-15,2023-06-01
O001399,Mr. Lucas Miller,Type D,"color=Blue, size=Small, logo=No",326,2023-05-01,2023-05-07
O001400,Jason Miller,Type A,"color=Red, size=Large, logo=No",679,2023-12-05,2023-12-20
O001401,Carrie Thompson,Type C,"color=Green, size=Small, logo=Yes",798,2023-02-18,2023-02-23
O001402,Briana Mason,Type D,"color=Yellow, size=Large, logo=Yes",507,2023-11-08,2023-11-23
O001403,Patrick Jackson,Type B,"color=Black, size=Medium, logo=No",134,2023-03-17,2023-04-09
O001404,Elizabeth Bernard,Type D,"color=Blue, size=Large, logo=Yes",225,2023-01-23,2023-02-17
O001405,Brian Miller,Type D,"color=Yellow, size=Small, logo=No",956,2023-09-12,2023-09-22
O001406,Wendy Rice,Type C,"color=Red, size=Medium, logo=No",255,2023-10-17,2023-10-30
O001407,Jennifer Wood,Type C,"color=Blue, size=Medium, logo=No",296,2023-11-27,2023-12-25
O001408,Jeremy Prince,Type A,"color=Yellow, size=Large, logo=No",638,2023-09-06,2023-09-07
O001409,Michael Haynes,Type A,"color=Yellow, size=Medium, logo=Yes",663,2023-07-19,2023-08-11
O001410,Richard Henderson,Type A,"color=Black, size=Small, logo=No",645,2023-04-02,2023-04-07
O001411,Larry Farrell,Type A,"color=Red, size=Large, logo=No",708,2023-06-10,2023-07-01
O001412,William Jones,Type D,"color=Blue, size=Medium, logo=Yes",828,2023-11-02,2023-11-09
O001413,Melissa Lee,Type B,"color=Green, size=Medium, logo=Yes",786,2023-01-11,2023-01-15
O001414,Rachel Reyes,Type B,"color=Red, size=Large, logo=No",104,2023-02-24,2023-03-02
O001415,Natalie Kelly,Type D,"color=Green, size=Large, logo=Yes",24,2023-02-18,2023-03-05
O001416,Lee Todd,Type C,"color=Black, size=Medium, logo=Yes",282,2023-10-20,2023-11-17
O001417,Lindsay White DDS,Type A,"color=Red, size=Large, logo=Yes",546,2023-08-12,2023-08-23
O001418,Amanda Leblanc,Type A,"color=Blue, size=Small, logo=Yes",406,2023-10-18,2023-11-16
O001419,Mark Rivers,Type B,"color=Yellow, size=Medium, logo=No",231,2023-03-12,2023-04-11
O001420,Andrea Salazar,Type A,"color=Yellow, size=Medium, logo=Yes",976,2023-06-10,2023-06-18
O001421,Lauren Rivera,Type A,"color=Blue, size=Small, logo=No",749,2023-04-04,2023-04-16
O001422,John Hall,Type D,"color=Blue, size=Small, logo=No",393,2023-02-21,2023-03-19
O001423,Denise Welch,Type B,"color=Green, size=Small, logo=No",440,2023-12-28,2024-01-02
O001424,Heather Sharp,Type C,"color=Red, size=Small, logo=No",918,2023-04-02,2023-04-06
O001425,Alex Vasquez,Type B,"color=Yellow, size=Medium, logo=Yes",766,2023-05-09,2023-05-31
O001426,Stacy Howe,Type A,"color=Blue, size=Medium, logo=Yes",180,2023-03-08,2023-03-24
O001427,Brian Stewart,Type B,"color=Black, size=Small, logo=No",541,2023-02-03,2023-02-21
O001428,Monica Hernandez,Type A,"color=Green, size=Small, logo=No",430,2023-01-15,2023-01-30
O001429,Jose Blair,Type A,"color=Red, size=Small, logo=Yes",476,2023-12-05,2023-12-25
O001430,Thomas Hughes,Type B,"color=Black, size=Large, logo=Yes",395,2023-07-11,2023-07-12
O001431,Sean Sanders,Type D,"color=Yellow, size=Large, logo=Yes",585,2023-05-10,2023-06-08
O001432,Richard Williams,Type C,"color=Yellow, size=Medium, logo=No",459,2023-08-20,2023-09-12
O001433,Angela Andrade,Type A,"color=Black, size=Medium, logo=Yes",173,2023-11-05,2023-11-06
O001434,Yolanda Robertson,Type C,"color=Black, size=Medium, logo=Yes",986,2023-10-16,2023-10-26
O001435,Samantha Lee,Type B,"color=Blue, size=Large, logo=Yes",709,2023-07-28,2023-08-07
O001436,William Rose,Type C,"color=Red, size=Small, logo=Yes",536,2023-06-29,2023-07-01
O001437,Margaret Powell,Type C,"color=Black, size=Medium, logo=No",377,2023-01-24,2023-02-08
O001438,Kristen Miller,Type A,"color=Blue, size=Large, logo=No",741,2023-01-28,2023-01-30
O001439,Jonathan Marshall,Type A,"color=Blue, size=Large, logo=No",426,2023-06-28,2023-07-11
O001440,Amy Anderson,Type C,"color=Blue, size=Large, logo=Yes",301,2023-10-01,2023-10-15
O001441,Dr. Ryan Jensen,Type B,"color=Blue, size=Medium, logo=No",269,2023-09-03,2023-09-11
O001442,Emily Walker,Type B,"color=Green, size=Large, logo=Yes",685,2023-07-07,2023-07-08
O001443,Shannon Hill,Type D,"color=Yellow, size=Large, logo=Yes",465,2023-03-17,2023-04-13
O001444,Kathleen Smith,Type A,"color=Black, size=Medium, logo=Yes",841,2023-06-13,2023-06-26
O001445,Jennifer Wong,Type C,"color=Black, size=Small, logo=Yes",291,2023-08-12,2023-09-07
O001446,Joseph Alvarez,Type D,"color=Yellow, size=Small, logo=No",761,2023-01-20,2023-02-11
O001447,Stacy Mathis,Type A,"color=Blue, size=Large, logo=No",826,2023-04-22,2023-04-30
O001448,Jose Brewer,Type A,"color=Yellow, size=Small, logo=Yes",340,2023-08-16,2023-08-24
O001449,Theresa Ibarra,Type A,"color=Black, size=Large, logo=No",460,2023-12-03,2023-12-07
O001450,John Calhoun,Type D,"color=Black, size=Medium, logo=Yes",782,2023-10-30,2023-11-18
O001451,Zachary Evans,Type D,"color=Green, size=Medium, logo=Yes",213,2023-07-26,2023-08-19
O001452,Brian Baker,Type C,"color=Yellow, size=Medium, logo=Yes",172,2023-10-20,2023-11-09
O001453,Joshua Arias,Type B,"color=Green, size=Small, logo=No",422,2023-10-26,2023-11-19
O001454,Shane Thomas,Type B,"color=Yellow, size=Large, logo=Yes",114,2023-09-15,2023-10-14
O001455,Christina Gordon,Type C,"color=Black, size=Medium, logo=Yes",967,2023-10-20,2023-11-04
O001456,Christina Lewis,Type A,"color=Red, size=Large, logo=No",243,2023-09-14,2023-09-22
O001457,Frederick Brown,Type C,"color=Black, size=Medium, logo=No",1,2023-10-17,2023-11-13
O001458,Peter Meyer,Type D,"color=Green, size=Large, logo=Yes",298,2023-06-29,2023-07-03
O001459,Mercedes Mcdowell,Type C,"color=Black, size=Small, logo=Yes",841,2023-06-18,2023-07-09
O001460,Erika Armstrong,Type A,"color=Black, size=Medium, logo=No",235,2023-11-30,2023-12-29
O001461,Catherine Patel,Type C,"color=Yellow, size=Medium, logo=Yes",726,2023-12-14,2024-01-01
O001462,Brian Ramirez,Type B,"color=Black, size=Small, logo=No",233,2023-09-05,2023-09-29
O001463,Sherry Aguirre,Type A,"color=Green, size=Medium, logo=No",248,2023-11-29,2023-12-29
O001464,Scott Zimmerman,Type B,"color=Blue, size=Small, logo=No",578,2023-06-07,2023-06-08
O001465,Amy Barajas,Type A,"color=Yellow, size=Large, logo=No",626,2023-03-30,2023-04-14
O001466,Edward Mills,Type A,"color=Yellow, size=Large, logo=Yes",534,2023-03-10,2023-04-05
O001467,Kyle Kelly,Type A,"color=Green, size=Large, logo=No",235,2023-11-28,2023-12-01
O001468,Jose Reese,Type A,"color=Green, size=Medium, logo=No",799,2023-03-29,2023-04-09
O001469,Ernest Roberts,Type A,"color=Black, size=Medium, logo=Yes",35,2023-12-06,2023-12-09
O001470,Mr. Keith Tucker DDS,Type D,"color=Red, size=Medium, logo=No",126,2023-01-06,2023-01-17
O001471,Chad Stanley,Type D,"color=Yellow, size=Large, logo=No",328,2023-03-04,2023-03-25
O001472,Hayley Washington,Type C,"color=Blue, size=Large, logo=Yes",691,2023-10-17,2023-10-23
O001473,Caleb Nelson,Type B,"color=Yellow, size=Large, logo=No",234,2023-09-15,2023-09-29
O001474,Joan Barron,Type B,"color=Blue, size=Small, logo=Yes",721,2023-03-23,2023-03-27
O001475,Sean Hill,Type A,"color=Red, size=Large, logo=No",907,2023-09-18,2023-09-19
O001476,Elizabeth Casey,Type A,"color=Blue, size=Small, logo=No",765,2023-10-08,2023-10-20
O001477,Rachel Eaton,Type D,"color=Yellow, size=Large, logo=Yes",807,2023-06-30,2023-07-03
O001478,Harold Maxwell,Type B,"color=Yellow, size=Small, logo=No",23,2023-01-17,2023-02-09
O001479,Renee Henderson,Type D,"color=Blue, size=Medium, logo=Yes",398,2023-10-18,2023-10-21
O001480,Dylan Roberts Jr.,Type D,"color=Black, size=Large, logo=No",618,2023-11-10,2023-11-16
O001481,Denise Wilson,Type B,"color=Yellow, size=Small, logo=No",463,2023-12-22,2023-12-28
O001482,Jerry Ramirez,Type B,"color=Red, size=Large, logo=No",992,2023-06-17,2023-07-08
O001483,Richard Armstrong,Type C,"color=Green, size=Medium, logo=No",681,2023-06-30,2023-07-18
O001484,Sally Thompson,Type A,"color=Yellow, size=Small, logo=No",743,2023-07-18,2023-08-08
O001485,Robert Deleon,Type A,"color=Green, size=Medium, logo=No",493,2023-12-29,2024-01-26
O001486,Stephanie Scott,Type A,"color=Yellow, size=Medium, logo=No",607,2023-07-10,2023-08-06
O001487,Megan Pacheco,Type B,"color=Red, size=Medium, logo=No",207,2023-10-06,2023-10-23
O001488,Heather Stevens,Type A,"color=Green, size=Large, logo=Yes",591,2023-01-26,2023-02-19
O001489,John Vance,Type D,"color=Green, size=Large, logo=Yes",693,2023-06-07,2023-06-21
O001490,Matthew Miller,Type D,"color=Green, size=Small, logo=No",713,2023-02-21,2023-03-04
O001491,Jennifer Eaton,Type B,"color=Black, size=Small, logo=Yes",107,2023-05-11,2023-05-12
O001492,Chelsea Carr,Type C,"color=Blue, size=Medium, logo=No",7,2023-04-27,2023-05-10
O001493,John Barrett,Type D,"color=Blue, size=Large, logo=Yes",181,2023-05-29,2023-06-15
O001494,Tracey Russell,Type D,"color=Green, size=Small, logo=Yes",345,2023-12-26,2023-12-29
O001495,Thomas Brown,Type A,"color=Green, size=Small, logo=Yes",891,2023-01-10,2023-01-14
O001496,Daniel Cohen,Type C,"color=Blue, size=Small, logo=No",488,2023-12-03,2023-12-28
O001497,Zachary Thompson,Type A,"color=Black, size=Medium, logo=No",607,2023-08-15,2023-09-10
O001498,Richard Allen,Type C,"color=Green, size=Medium, logo=Yes",907,2023-10-07,2023-10-11
O001499,Randy Bray,Type A,"color=Black, size=Large, logo=Yes",218,2023-10-13,2023-10-26
O001500,Melanie Morrison,Type A,"color=Green, size=Medium, logo=No",963,2023-12-19,2024-01-15
O001501,Kelly Goodwin,Type B,"color=Red, size=Small, logo=Yes",921,2023-02-18,2023-03-16
O001502,Kyle Morgan,Type B,"color=Black, size=Large, logo=Yes",113,2023-05-15,2023-06-10
O001503,Justin Hodge,Type A,"color=Black, size=Medium, logo=No",950,2023-12-19,2023-12-28
O001504,Robin Duncan,Type B,"color=Green, size=Medium, logo=No",940,2023-03-15,2023-04-11
O001505,Katie Ramirez,Type B,"color=Yellow, size=Medium, logo=Yes",650,2023-02-06,2023-03-06
O001506,Joseph Green,Type D,"color=Blue, size=Large, logo=No",487,2023-02-26,2023-03-10
O001507,Julie Carpenter,Type D,"color=Black, size=Small, logo=No",888,2023-11-16,2023-11-24
O001508,Alexander Smith,Type D,"color=Yellow, size=Small, logo=No",619,2023-06-23,2023-07-11
O001509,Lisa Hernandez,Type B,"color=Black, size=Small, logo=Yes",86,2023-04-24,2023-05-22
O001510,Alyssa Walsh,Type C,"color=Yellow, size=Small, logo=Yes",112,2023-05-11,2023-05-12
O001511,Brian Davis,Type C,"color=Red, size=Large, logo=Yes",365,2023-10-04,2023-10-16
O001512,William Wilkins,Type B,"color=Red, size=Small, logo=Yes",562,2023-12-17,2023-12-31
O001513,Anthony Perkins,Type B,"color=Red, size=Small, logo=Yes",883,2023-06-08,2023-06-30
O001514,Christopher Johnson,Type A,"color=Red, size=Large, logo=No",539,2023-06-17,2023-07-02
O001515,Cheryl Bradley,Type D,"color=Blue, size=Small, logo=No",160,2023-12-24,2023-12-30
O001516,Mario Walton,Type D,"color=Yellow, size=Small, logo=Yes",777,2023-05-24,2023-06-10
O001517,Heather Martinez,Type C,"color=Red, size=Medium, logo=Yes",636,2023-05-17,2023-06-02
O001518,Ann Zimmerman,Type C,"color=Black, size=Small, logo=Yes",475,2023-12-23,2023-12-30
O001519,Cindy Lopez,Type D,"color=Red, size=Medium, logo=No",529,2023-12-26,2024-01-08
O001520,Joanna Atkins,Type A,"color=Red, size=Large, logo=Yes",607,2023-11-09,2023-11-24
O001521,Derek Jackson,Type C,"color=Blue, size=Large, logo=Yes",182,2023-05-25,2023-05-26
O001522,Sharon Stevenson,Type C,"color=Blue, size=Large, logo=Yes",753,2023-09-17,2023-09-25
O001523,Victor King,Type B,"color=Blue, size=Large, logo=No",574,2023-07-13,2023-07-24
O001524,Krystal Parker,Type B,"color=Yellow, size=Medium, logo=Yes",24,2023-10-16,2023-11-08
O001525,Andrea Cline,Type C,"color=Blue, size=Medium, logo=Yes",471,2023-05-06,2023-05-13
